u,v,key,name,highway,road_class,length
105178852,104814971,0,Phillips Avenue,residential,Local,41.0874555374649
105178852,105806856,0,Phillips Place,residential,Local,168.41287378387239
105178852,105178861,0,Phillips Avenue,residential,Local,61.36628696221157
3458627462,104814971,0,Phillips Avenue,residential,Local,47.963036943394556
3458627462,105178845,0,Phillips Avenue,residential,Local,44.68808074718146
3458627462,3458627463,0,,residential,Local,54.79315303189445
104814981,104814971,0,Imperial Street,residential,Local,64.26994952603845
104815776,106015660,0,Seldon Place,residential,Local,34.44687325912236
104815776,105011844,0,"['Seldon Street', 'Briggs Street']",residential,Local,165.30617520049876
104815776,104815791,0,Seldon Street,residential,Local,159.36618463543962
106015660,104815776,0,Seldon Place,residential,Local,34.44687325912236
104815791,104815776,0,Seldon Street,residential,Local,159.3661846354396
104815791,104850847,0,Glenbury Street,tertiary,Tertiary,319.7751241638933
104815791,104850821,0,Glenbury Street,tertiary,Tertiary,80.0319693900818
104850821,105219558,0,Pinecastle Avenue,residential,Local,116.91412455749926
104850821,104815791,0,Glenbury Street,tertiary,Tertiary,80.0319693900818
104850821,104850785,0,Glenbury Street,tertiary,Tertiary,166.07821691257482
104815910,104815920,0,Powhattan Street,residential,Local,172.64737745759265
104815910,105919287,0,Osceola Street,residential,Local,82.64769917680096
104815920,104815910,0,Powhattan Street,residential,Local,172.64737745759265
104815920,104998262,0,Baum Boulevard,primary,Primary,105.77530191058253
104815920,106051582,0,Baum Boulevard,primary,Primary,104.26748068459626
105919287,106051582,0,Cypress Street,residential,Local,119.6699970547644
105919287,106088992,0,Cypress Street,residential,Local,89.43601862110772
104816021,104816030,0,Rodgers Street,residential,Local,71.70676183216273
104816050,104816036,0,Rodgers Street,residential,Local,137.16269536032945
104816050,104816054,0,Rodgers Street,residential,Local,152.91864154971762
104816050,106002731,0,Homeland Avenue,residential,Local,85.7647351107717
104816074,104816083,0,Rodgers Street,residential,Local,44.448339480292546
104816074,105686139,0,Cox Avenue,residential,Local,92.60052120056726
104816074,105742081,0,Cox Avenue,residential,Local,83.37801649985241
105686139,105686147,0,Margray Street,residential,Local,45.949170749227356
105686139,104816074,0,Cox Avenue,residential,Local,92.60052120056726
105686139,105857872,0,Cox Avenue,residential,Local,90.98098156215667
105742081,3158865797,0,Muldowney Avenue,residential,Local,164.15949534939904
105742081,105742077,0,Muldowney Avenue,residential,Local,137.47174339442716
105742081,104816074,0,Cox Avenue,residential,Local,83.37801649985241
105742081,105857822,0,Cox Avenue,residential,Local,87.8718633422715
106112479,104816083,0,Flight Way,unclassified,Local,41.82050503785322
105686147,105686139,0,Margray Street,residential,Local,45.949170749227356
105686147,3158865811,0,Margray Street,residential,Local,142.73776333430123
105686147,104816083,0,Flight Way,unclassified,Local,93.32261048463694
104817555,107473154,0,"['Oporto Street', 'South Baldauf Street', 'Baldauf Street']",residential,Local,229.73180285706326
107473154,105235286,0,Huron Street,residential,Local,126.53152137185839
107473154,105235291,0,"['Shamokin Street', 'Oporto Street', 'Yard Way']",residential,Local,245.45396731430733
107473154,104817555,0,"['Oporto Street', 'South Baldauf Street', 'Baldauf Street']",residential,Local,229.7318028570633
105200089,105200096,0,Wilt Street,residential,Local,49.50943968710345
105200089,105903455,0,Haslage Avenue,residential,Local,63.682179807007955
105200089,104817828,0,Haslage Avenue,residential,Local,400.9495080017515
3574999001,104817848,0,Tank Street,residential,Local,79.26288093932499
104818283,105770014,0,Frankstown Road,secondary,Secondary,165.21990651613436
105770014,104818283,0,Frankstown Road,secondary,Secondary,165.21990651613436
105770014,105691984,0,Madonna Street,residential,Local,108.37951780186884
105770014,105770008,0,Frankstown Road,secondary,Secondary,89.7370423335494
104819292,104819303,0,Aylesboro Lane,residential,Local,74.39337585692208
104819292,105927765,0,Aylesboro Avenue,residential,Local,78.33429098061254
104819292,105982476,0,Aylesboro Avenue,residential,Local,121.05906100525446
104819303,104819292,0,Aylesboro Lane,residential,Local,74.39337585692208
105927765,105222167,0,Aylesboro Avenue,residential,Local,105.309100929072
105927765,104819292,0,Aylesboro Avenue,residential,Local,78.33429098061254
105927765,105927745,0,South Negley Avenue,residential,Local,167.7254826856541
105982476,104819292,0,Aylesboro Avenue,residential,Local,121.05906100525446
105982476,105982467,0,Aylesboro Avenue,residential,Local,266.51124944216446
105982476,107556126,0,Wightman Street,residential,Local,96.4037317557281
105982476,4630875921,0,Wightman Street,residential,Local,106.1724454608894
104819323,104819395,0,40th Street,residential,Local,148.7142471223087
6226414039,104819440,0,"['40th Street', '40th Street Bridge']",primary,Primary,171.7234819621627
6226414039,104819415,0,Foster Street,residential,Local,28.576463016608592
104819440,6226414039,0,"['40th Street', '40th Street Bridge']",primary,Primary,171.72348196216268
104819440,104819457,0,40th Street,primary,Primary,173.94143973921436
104819440,104935836,0,Butler Street,secondary,Secondary,90.69399156736725
104819440,105155504,0,Butler Street,secondary,Secondary,176.63237825571719
104819457,104935856,0,Davison Street,residential,Local,92.22590338247845
104819457,104819468,0,40th Street,primary,Primary,366.35184590648765
104819457,104819440,0,40th Street,primary,Primary,173.94143973921433
105155504,105155489,0,39th Street,residential,Local,173.05637402958286
105155504,105969774,0,Butler Street,secondary,Secondary,92.41417898687293
105155504,104819440,0,Butler Street,secondary,Secondary,176.63237825571719
105155504,105155515,0,39th Street,residential,Local,117.79198241920179
104819502,104935919,0,Howley Street,residential,Local,113.04396150735771
104819502,104819491,0,40th Street,primary,Primary,38.84013943821192
104819502,104819516,0,40th Street,primary,Primary,85.60138320490312
104935919,104739485,0,Howley Street,residential,Local,251.04091625887918
104935919,104935943,0,Fisk Street,residential,Local,87.45830483812594
104935919,104935905,0,Fisk Street,residential,Local,39.359713388166256
104819516,104819524,0,40th Street,residential,Local,44.567719488886894
104819516,104819502,0,40th Street,primary,Primary,85.60138320490313
104819516,104935943,0,Liberty Avenue,primary,Primary,114.53815156231906
104819516,105155463,0,Liberty Avenue,primary,Primary,177.48964805415153
104819524,104819516,0,40th Street,residential,Local,44.567719488886894
104935943,339255246,0,Liberty Avenue,primary,Primary,160.90245630100986
104935943,104819516,0,Liberty Avenue,primary,Primary,114.53815156231904
104935943,104935919,0,Fisk Street,residential,Local,87.45830483812593
105155463,105155445,0,39th Street,residential,Local,86.9446929673329
105155463,105963936,0,Liberty Avenue,primary,Primary,127.58259960735042
105155463,104819516,0,Liberty Avenue,primary,Primary,177.48964805415153
104819539,2993470768,0,Tabor Street,residential,Local,44.026464450222
104819539,105972373,0,West Carson Street,primary,Primary,134.1392018181548
104819539,107534249,0,West Carson Street,primary,Primary,80.55014414371256
2993470768,104819549,0,Tabor Street,residential,Local,6.943569093285131
2993470768,104979725,0,Sloan Street,residential,Local,83.17667593680221
2993470768,104819539,0,Tabor Street,residential,Local,44.026464450222
105972373,7330283958,0,West Carson Street,primary,Primary,51.44291489821739
105972373,105134819,0,Sagamore Street,residential,Local,45.66605268512089
105972373,104819539,0,West Carson Street,primary,Primary,134.13920181815482
107534249,104819539,0,West Carson Street,primary,Primary,80.55014414371256
107534249,107534237,0,West Carson Street,primary,Primary,112.8275117461663
107534249,104979725,0,Florien Street,residential,Local,62.91509008338005
104819549,104819558,0,Tabor Street,residential,Local,39.2902578422766
104819549,2993470768,0,Tabor Street,residential,Local,6.943569093285131
104819549,105134819,0,Sloan Street,residential,Local,133.43585707426777
1808948446,104819826,0,Fairview Avenue,residential,Local,116.68309252352816
6635532749,104820774,0,Second Avenue,unclassified,Local,824.30548810127
6635532749,105801980,0,Second Avenue,unclassified,Local,850.8536553479784
6635532749,6635532748,0,Beehive Street,unclassified,Local,144.17988316278968
5785433606,104820774,0,Hazelwood Avenue,tertiary,Tertiary,15.890943926496453
5785433606,6635532746,0,Hazelwood Avenue,tertiary,Tertiary,136.2773973506181
104820823,2501947975,0,Goe Avenue,residential,Local,79.09307353602614
104820823,105707931,0,Harvard Circle,residential,Local,158.25315901329267
2501947975,104820823,0,Goe Avenue,residential,Local,79.09307353602614
2501947975,2501947964,0,Wapello Street,residential,Local,21.382275181969547
2501947975,104820835,0,Goe Avenue,residential,Local,16.079242987728662
105707931,106321087,0,Hilliard Drive,residential,Local,23.69454279899122
105707931,104820823,0,Harvard Circle,residential,Local,124.54821198905837
104820835,104826445,0,Wapello Street,residential,Local,44.03990255952554
104820835,2501947964,0,Wapello Street,residential,Local,20.4394084183121
104820835,2842317531,0,Goe Avenue,residential,Local,121.14833052758419
104820835,2501947975,0,Goe Avenue,residential,Local,16.079242987728662
104826445,2515546388,0,Wapello Street,residential,Local,21.41230121497327
104826445,104820835,0,Wapello Street,residential,Local,44.03990255952554
104826445,106087825,0,West Point Avenue,residential,Local,122.83183025542553
2501947964,104820835,0,Wapello Street,residential,Local,20.4394084183121
2501947964,2501947975,0,Wapello Street,residential,Local,21.382275181969547
2501947964,106321087,0,"['Wapello Street', 'Cornell Street']",residential,Local,184.04061509165874
2842317532,104820858,0,Goe Avenue,residential,Local,73.40760054013575
2842317532,2842317531,0,Goe Avenue,residential,Local,13.613954613162257
2842317532,105213427,0,Atkins Street,residential,Local,80.55423812815758
105083732,104820858,0,Parviss Street,residential,Local,73.7325292229425
105083732,105083712,0,Benton Avenue,primary,Primary,36.683954382709075
105083732,105213441,0,Benton Avenue,primary,Primary,55.88638859911329
104821815,104821831,0,South 27th Street,tertiary,Tertiary,103.59529622952495
104821815,422355978,0,South 27th Street,unclassified,Local,108.12229986300657
104821815,105994121,0,East Carson Street,primary,Primary,145.09371945636403
104821815,105701915,0,East Carson Street,primary,Primary,119.84709620837391
104821831,105701921,0,Sarah Street,residential,Local,117.49570947987364
104821831,104821845,0,South 27th Street,tertiary,Tertiary,49.43952734737958
104821831,105852100,0,Sarah Street,residential,Local,109.92257949922168
422355978,104821815,0,South 27th Street,unclassified,Local,108.12229986300657
422355978,422358772,0,Sidney Street,unclassified,Local,158.421311717791
422355978,422355985,0,South 27th Street,unclassified,Local,108.20591877237237
422355978,422357447,0,Sidney Street,unclassified,Local,148.07591236504032
105994121,422357447,0,South 28th Street,unclassified,Local,121.55928491632689
105994121,104821815,0,East Carson Street,primary,Primary,145.093719456364
105994121,105994112,0,East Carson Street,primary,Primary,138.7130928214928
105701915,105701921,0,South 26th Street,residential,Local,102.40696526300768
105701915,104821815,0,East Carson Street,primary,Primary,119.84709620837391
105701915,105035288,0,East Carson Street,primary,Primary,127.66728214729568
105701915,422358772,0,South 26th Street,unclassified,Local,103.61102792319524
105701921,105701930,0,South 26th Street,residential,Local,49.755250954657136
105701921,105701915,0,South 26th Street,residential,Local,102.40696526300765
105701921,104821831,0,Sarah Street,residential,Local,117.49570947987364
105701921,105035310,0,Sarah Street,residential,Local,128.00214662147908
104821845,104821856,0,South 27th Street,tertiary,Tertiary,48.43846851154618
104821845,104821831,0,South 27th Street,tertiary,Tertiary,49.439527347379574
104821845,105701930,0,Larkins Way,residential,Local,117.52734192942631
105852100,105945693,0,South 28th Street,residential,Local,46.343861939137845
105852100,105852122,0,Sarah Street,residential,Local,202.73165780114886
105852100,104821831,0,Sarah Street,residential,Local,109.92257949922167
105852100,105994121,0,South 28th Street,residential,Local,97.72099032062323
104821856,104821872,0,South 27th Street,tertiary,Tertiary,131.2788090462203
104821856,104821845,0,South 27th Street,tertiary,Tertiary,48.43846851154618
104821856,104839033,0,Jane Street,residential,Local,73.46417193480808
104821856,104839022,0,Jane Street,residential,Local,117.82191442394054
105701930,105701921,0,South 26th Street,residential,Local,49.755250954657136
105701930,104839022,0,South 26th Street,residential,Local,48.79536100822123
104821872,104821877,0,South 27th Street,tertiary,Tertiary,18.07831980292995
104821872,104838689,0,Jane Street,residential,Local,95.65663407682713
104821872,104821856,0,South 27th Street,tertiary,Tertiary,131.27880904622032
104839022,105246154,0,South 26th Street,residential,Local,195.35698452977076
104839022,105701930,0,South 26th Street,residential,Local,48.79536100822123
104839022,104821856,0,Jane Street,residential,Local,117.82191442394056
104839022,104839015,0,Jane Street,residential,Local,127.69397762944126
104821877,104821872,0,South 27th Street,tertiary,Tertiary,18.07831980292995
104821877,105095910,0,Edwards Way,residential,Local,152.20587747171925
104821877,105095887,0,Edwards Way,residential,Local,26.383845133974717
104821877,104821882,0,South 27th Street,tertiary,Tertiary,46.99589349603592
104838689,3792266303,0,Mary Street,residential,Local,94.88896135755786
104838689,104838708,0,Jane Street,residential,Local,209.27067035754547
104838689,104821872,0,Jane Street,residential,Local,95.65663407682715
105095910,104821877,0,Edwards Way,residential,Local,152.20587747171925
105095887,104821877,0,Edwards Way,residential,Local,26.383845133974717
12113194551,1025816400,0,Telescope Street,residential,Local,87.70864035882838
12113194551,105246199,0,Josephine Street,tertiary,Tertiary,455.1524422397982
12113194551,104821882,0,Josephine Street,tertiary,Tertiary,192.70023301311932
104821897,2810382531,0,Warren Street,residential,Local,71.29096783276971
104821897,3629376541,0,Carrie Street,residential,Local,39.413690424254085
104821897,105217181,0,Warren Street,residential,Local,47.2402636647645
104822534,104822545,0,Cable Place,residential,Local,63.2526453409412
104822534,105917274,0,Semple Street,residential,Local,97.31615307601498
104822534,106017790,0,Semple Street,residential,Local,21.27545458712561
105917274,104822534,0,Semple Street,residential,Local,97.31615307601498
105917274,105917267,0,Dawson Street,tertiary,Tertiary,206.74375556300907
105917274,4496260403,0,Semple Street,residential,Local,82.00577036410155
105917274,105060985,0,Dawson Street,tertiary,Tertiary,85.54865583961133
106017790,105024416,0,Ward Street,residential,Local,68.64306835475388
106017790,104822534,0,Semple Street,residential,Local,21.27545458712561
104822564,104822545,0,Cable Place,residential,Local,68.44250034591172
104822564,105060960,0,Atwood Street,residential,Local,120.76924083387969
104824604,104824610,0,Chatham Square,secondary,Secondary,48.86749978082277
104824604,736437563,0,Washington Place,secondary,Secondary,183.96191280466445
104824604,105096477,0,Fifth Avenue,primary,Primary,129.2959225789753
736437563,684842507,0,Washington Place,secondary,Secondary,9.146397195323148
736437563,4138729482,0,,secondary_link,Secondary,35.587486469424015
105096477,104738201,0,Diamond Street,secondary,Secondary,74.1934098610056
105096477,104573441,0,Fifth Avenue,primary,Primary,187.83520856547415
104824618,104824610,0,Chatham Square,secondary,Secondary,48.94939906199681
104824618,105012782,0,Forbes Avenue,primary,Primary,225.93999938240404
104824618,1252114613,0,McAnulty Drive,residential,Local,216.6835501275244
104852739,105012782,0,Magee Street,residential,Local,51.80795288738191
104852739,105096508,0,Magee Street,residential,Local,46.24429694349948
104852739,104824610,0,Watson Street,residential,Local,227.30071114139616
104852739,104852745,0,Watson Street,residential,Local,154.63201192253706
105012782,105012793,0,Forbes Avenue,primary,Primary,154.91102339844795
105012782,1252114608,0,"['Locust Street', 'Magee Street']",residential,Local,215.17824477513398
105012782,104852739,0,Magee Street,residential,Local,51.807952887381916
104824994,104824986,0,Regina Street,residential,Local,103.38011094947275
106002722,105742088,0,Keefe Street,residential,Local,123.06917881228918
106002722,104825008,0,Mifflin Road,primary,Primary,108.38086291187747
106002722,105916299,0,Mifflin Road,primary,Primary,68.66263113303567
104976690,104976708,0,Edgerton Avenue,residential,Local,111.38576046818523
104976690,104825584,0,South Braddock Avenue,primary,Primary,168.72708155548347
104976690,106034148,0,South Braddock Avenue,primary,Primary,102.468524430446
104825637,104825611,0,Waverly Street,residential,Local,126.86792231947535
104825637,104899737,0,Peebles Street,residential,Local,86.25953970570234
104899716,104899737,0,Lyman Street,residential,Local,131.223180236077
104899716,104825611,0,East End Avenue,residential,Local,86.50397809048943
104899716,104976708,0,East End Avenue,residential,Local,82.77546837397347
104899737,104899716,0,Lyman Street,residential,Local,131.22318023607698
104899737,104825637,0,Peebles Street,residential,Local,86.25953970570234
104899737,104940759,0,Peebles Street,residential,Local,83.92737956371023
6771581054,104825745,0,Glasgow Street,residential,Local,107.14948602587597
5182072576,104825745,0,"['Glasgow Street', 'Washville Street']",residential,Local,250.4473832907482
104825784,105893709,0,Etola Street,residential,Local,68.56333502277997
104825784,104825792,0,Gerber Avenue,residential,Local,211.10639465760147
104825784,105893726,0,Etola Street,residential,Local,60.244466730185515
105893726,105766850,0,Shadeland Avenue,tertiary,Tertiary,104.43983620116862
105893726,104825784,0,Etola Street,residential,Local,60.24446673018551
105893726,105705857,0,Shadeland Avenue,tertiary,Tertiary,247.42543158937465
104826118,105182916,0,Graphic Street,residential,Local,73.36433151963618
104826118,105182910,0,Graphic Street,residential,Local,12.790611285174041
104826118,104826131,0,Kennebec Street,residential,Local,100.3043736076213
105182916,104826118,0,Graphic Street,residential,Local,73.36433151963618
105182916,105182923,0,Graphic Street,residential,Local,86.95312092411133
105182916,106031424,0,Lilac Street,residential,Local,289.7898287318032
105182910,104826118,0,Graphic Street,residential,Local,12.790611285174041
105182910,105182899,0,Graphic Street,residential,Local,75.09778716613154
105182910,106059309,0,Flemington Street,residential,Local,335.66952082770234
104826131,104826153,0,Kennebec Street,residential,Local,239.78488172986468
104826131,104826118,0,Kennebec Street,residential,Local,100.3043736076213
104826131,105891642,0,Mirror Street,residential,Local,186.94150380983424
106031424,104826153,0,Frank Street,residential,Local,88.65774145258514
106031424,106342234,0,Lilac Street,residential,Local,99.69112075434029
106031424,105182916,0,Lilac Street,residential,Local,289.78982873180325
106031424,105801918,0,Frank Street,residential,Local,79.51950060757224
2515546388,104826445,0,Wapello Street,residential,Local,21.41230121497327
106087825,104826445,0,West Point Avenue,residential,Local,122.83183025542553
104826955,105687491,0,Spahrgrove Street,residential,Local,123.20498134643749
105687491,104826955,0,Spahrgrove Street,residential,Local,123.20498134643749
105687491,105687494,0,Sandwich Way,residential,Local,34.430791869607475
105687491,105136358,0,Sandwich Way,residential,Local,40.64324827992329
107548964,105932700,0,Highview Street,residential,Local,97.44612284443167
107548964,104827473,0,Stanton Avenue,tertiary,Tertiary,138.57688929354438
107548964,104990885,0,Stanton Avenue,tertiary,Tertiary,84.7293116789354
104830443,107478536,0,Walnut Street,residential,Local,59.06224959662794
104830443,105143865,0,Walnut Street,residential,Local,98.8840335070474
107478536,104830443,0,Walnut Street,residential,Local,59.06224959662794
107478536,104905102,0,Walnut Street,residential,Local,144.1373648299256
107478536,105835514,0,Emerson Street,residential,Local,47.59689943493921
107478536,107527830,0,Emerson Street,residential,Local,227.0069871168496
105143865,105143876,0,South Highland Avenue,secondary,Secondary,106.48859322004957
105143865,105114188,0,South Highland Avenue,secondary,Secondary,90.53041416726738
105143865,104830443,0,Walnut Street,residential,Local,98.8840335070474
105143865,107478533,0,Walnut Street,residential,Local,171.1077949524252
104830449,104830443,0,Stratton Lane,residential,Local,125.76961433654432
104830449,105143876,0,Howe Street,residential,Local,83.12360380517704
104830449,106333942,0,Howe Street,residential,Local,70.4312635325028
105143876,106333931,0,Howe Street,residential,Local,171.77732203718548
105143876,104830449,0,Howe Street,residential,Local,83.12360380517704
105143876,105143881,0,South Highland Avenue,secondary,Secondary,82.53773496699019
105143876,105143865,0,South Highland Avenue,secondary,Secondary,106.48859322004957
106333942,104830449,0,Howe Street,residential,Local,70.4312635325028
106333942,104905120,0,Howe Street,residential,Local,141.85180816691744
106333942,106015238,0,Emerson Street,residential,Local,83.13543842291735
106333942,105835514,0,Emerson Street,residential,Local,88.33875909066161
104831428,104831442,0,Harriet Street,residential,Local,68.3177553792328
104831428,104831411,0,Harriet Street,residential,Local,69.8364481103504
105964013,106021231,0,South Winebiddle Street,residential,Local,172.82259434176672
105964013,105964023,0,Liberty Avenue,primary,Primary,98.51472288656184
105964013,105963997,0,Liberty Avenue,primary,Primary,122.84636591620757
104831442,104831462,0,Harriet Street,residential,Local,103.74683902801948
104831442,104831428,0,Harriet Street,residential,Local,68.3177553792328
104831442,107554992,0,South Evaline Street,residential,Local,183.7989448011638
107554992,104722054,0,South Evaline Street,residential,Local,75.69306204864654
107554992,104831428,0,West Penn Place,residential,Local,252.67484880801044
107519085,107519096,0,Celia Place,residential,Local,71.7718054843977
107519085,105964049,0,South Pacific Avenue,residential,Local,77.07471122362385
104831892,104831902,0,Roseanne Avenue,residential,Local,79.14574972782194
104831892,105199492,0,"['Mause Avenue', 'Anise Street', 'Tippet Avenue']",residential,Local,177.0771441940327
104831892,105199470,0,Younger Avenue,residential,Local,230.09382123046458
104831902,105069327,0,Maydell Street,residential,Local,232.6156535787231
104831902,1808817299,0,Roseanne Avenue,residential,Local,280.995902333219
104831902,104831892,0,Roseanne Avenue,residential,Local,79.14574972782194
105199492,104831892,0,Younger Avenue,residential,Local,93.54320758005923
105199492,104831892,1,"['Mause Avenue', 'Anise Street', 'Tippet Avenue']",residential,Local,177.0771441940327
105199470,104831892,0,Younger Avenue,residential,Local,230.09382123046458
105199470,105049296,0,Chappel Avenue,residential,Local,149.95134580332723
105199470,2889465283,0,Chappel Avenue,residential,Local,172.4184552438512
105069327,105069335,0,Carnahan Road,tertiary,Tertiary,60.75296422055347
105069327,104831902,0,Maydell Street,residential,Local,232.6156535787231
105069327,105069321,0,Carnahan Road,tertiary,Tertiary,79.72835598932997
1808817299,104831902,0,Roseanne Avenue,residential,Local,280.995902333219
105036629,104832415,0,Melwood Avenue,residential,Local,250.22830298909685
105036605,104832415,0,Melwood Avenue,residential,Local,298.2850378247819
105036605,104844038,0,Melwood Avenue,residential,Local,218.23827409599335
105036605,105702605,0,Baum Boulevard,primary,Primary,210.19320852708591
105036605,106051628,0,Baum Boulevard,primary,Primary,119.81518054715262
105682016,105682027,0,Westwood Street,residential,Local,72.89720304766747
105682016,104832667,0,Westwood Street,residential,Local,44.84259325612778
104832924,13419337170,0,Joncaire Street,residential,Local,299.71694683228685
104832924,12643533645,0,"['Boundary Street', 'Semple Street']",residential,Local,567.9188569780213
104832924,105692069,0,"['Boundary Street', 'South Neville Street']","['unclassified', 'residential']",Local,651.6169584384188
13419337170,104832924,0,Joncaire Street,residential,Local,299.71694683228685
13419337170,107597306,0,South Bouquet Street,tertiary,Tertiary,72.67868253845471
13419337170,104861797,0,South Bouquet Street,tertiary,Tertiary,71.49264340248602
12643533645,104832924,0,"['Boundary Street', 'Semple Street']",residential,Local,567.9188569780212
105692069,104991736,0,South Neville Street,residential,Local,67.62002996260021
105692069,105935837,0,Filmore Street,residential,Local,188.09543327890506
105692069,104832924,0,"['Boundary Street', 'South Neville Street']","['unclassified', 'residential']",Local,651.6169584384189
2633260306,1916217369,0,One Wild Place,secondary,Secondary,16.97530306376656
2633260306,104835362,0,Lake Drive,unclassified,Local,1760.4830133168496
104835696,104835707,0,Granite Street,residential,Local,47.275009120958885
104835696,105046730,0,Wylie Avenue,tertiary,Tertiary,62.33365848079968
104835696,106041438,0,Wylie Avenue,tertiary,Tertiary,76.18916898246121
104835707,104835696,0,Granite Street,residential,Local,47.275009120958885
105046730,106041428,0,Wylie Avenue,tertiary,Tertiary,73.75124966795023
105046730,104835696,0,Wylie Avenue,tertiary,Tertiary,62.33365848079968
105046730,104843995,0,Wandless Street,residential,Local,213.08537595422075
105046730,656067844,0,Wandless Street,residential,Local,89.62329329888402
104835764,105820869,0,"['Hunt Street', 'Rockyhill Street']",residential,Local,277.3617348884598
104835764,105820869,1,Glenmawr Avenue,residential,Local,164.73042476762544
104835764,690230359,0,Glenmawr Avenue,residential,Local,345.58945783231405
105820869,105215156,0,Glenmawr Avenue,residential,Local,505.4918801458926
105820869,104835764,0,Glenmawr Avenue,residential,Local,164.7304247676254
105820869,104835764,1,"['Rockyhill Street', 'Hunt Street']",residential,Local,277.3617348884598
690230359,104835764,0,Glenmawr Avenue,residential,Local,345.58945783231405
690230359,104992401,0,West Carson Street,primary,Primary,248.14432327179105
690230359,105821475,0,West Carson Street,primary,Primary,438.0871582277973
104835975,105114824,0,"['Bond Street', 'Herrod Street']",residential,Local,157.08139351078955
104835975,105183549,0,Milford Street,residential,Local,87.3249963019714
104835975,107700662,0,Werder Street,residential,Local,52.59385451862207
105114824,104835975,0,"['Herrod Street', 'Bond Street']",residential,Local,157.08139351078955
107700662,104835975,0,Werder Street,residential,Local,52.59385451862207
104836223,104836215,0,Southcrest Drive,residential,Local,127.05497783511
104836223,104836243,0,Southcrest Drive,residential,Local,71.8254160587633
104836223,104987983,0,Larose Street,residential,Local,217.25761262578203
105685328,276836439,0,Pioneer Avenue,tertiary,Tertiary,59.08087485351909
105685328,105891985,0,Crysler Street,residential,Local,97.43658426430507
105685328,104836215,0,Pioneer Avenue,tertiary,Tertiary,427.96382829802735
104836243,104987983,0,"['Southcrest Drive', 'Linda Drive']",residential,Local,990.9850932307278
104836243,104836223,0,Southcrest Drive,residential,Local,71.8254160587633
104836243,3758457621,0,Southcrest Court,residential,Local,118.14814853573665
3758457621,104836243,0,Southcrest Court,residential,Local,118.14814853573665
3758457621,3758457621,0,Southcrest Court,residential,Local,64.24723130058115
104836312,104836324,0,Albemarle Avenue,residential,Local,194.88965671686194
104836312,105013018,0,Forbes Avenue,primary,Primary,112.66240596373268
104836312,105012991,0,Forbes Avenue,primary,Primary,113.03280638251134
104836324,104836312,0,Albemarle Avenue,residential,Local,194.88965671686194
104836324,104949824,0,Squirrel Hill Avenue,residential,Local,110.77361567835437
104836324,104949814,0,Squirrel Hill Avenue,residential,Local,108.95758211904077
105013018,104949824,0,Northumberland Street,tertiary,Tertiary,170.8846354924084
105013018,105013029,0,Forbes Avenue,primary,Primary,80.97688795675629
105013018,104836312,0,Forbes Avenue,primary,Primary,112.66240596373268
105013018,107685511,0,Northumberland Street,residential,Local,433.14324356922435
105012991,105138944,0,Plainfield Street,residential,Local,110.14434527183292
105012991,104836312,0,Forbes Avenue,primary,Primary,113.03280638251135
105012991,105012969,0,Forbes Avenue,primary,Primary,179.8533314939958
104949824,105060288,0,Northumberland Street,tertiary,Tertiary,104.04658649522902
104949824,104836324,0,Squirrel Hill Avenue,residential,Local,110.77361567835436
104949824,105013018,0,Northumberland Street,tertiary,Tertiary,170.88463549240836
104949814,104836324,0,Squirrel Hill Avenue,residential,Local,108.95758211904075
104949814,104949802,0,Squirrel Hill Avenue,residential,Local,170.4473128267522
104949814,105060275,0,Plainfield Street,residential,Local,103.61722355598182
104949814,105138944,0,Plainfield Street,residential,Local,109.27587256215786
104836679,104836665,0,Mingo Street,residential,Local,72.6104351168432
104836679,105951394,0,Oberlin Street,residential,Local,158.06335309877983
104836679,105169284,0,Oberlin Street,residential,Local,81.71260948067696
3533703911,104836665,0,Latana Avenue,residential,Local,37.294473644950024
105951394,105783824,0,Joplin Street,residential,Local,72.44948645888213
105951394,104836679,0,Oberlin Street,residential,Local,158.06335309877983
105951394,105951376,0,Oberlin Street,residential,Local,171.1981419519915
105169284,105783863,0,Oberlin Street,residential,Local,119.39340610563292
105169284,105783863,1,"['Oakdene Street', 'Gladefield Street']",residential,Local,256.2883003264179
105169284,104836679,0,Oberlin Street,residential,Local,81.71260948067696
104837221,104837232,0,Queensbury Street,residential,Local,138.89123748714005
104837221,104947413,0,"['Westchester Street', 'Queensbury Street']",residential,Local,587.46985500829
104837221,105002050,0,Lynch Street,residential,Local,155.790260267
104837232,104837221,0,Queensbury Street,residential,Local,138.89123748714002
104837232,105002062,0,Hartwell Street,residential,Local,56.90062471087226
104947413,104957541,0,Wittman Street,residential,Local,64.90913077092831
104947413,104837221,0,"['Westchester Street', 'Queensbury Street']",residential,Local,587.4698550082901
104947413,104957532,0,Wittman Street,residential,Local,227.27302947491998
105002050,1808382779,0,Hartwell Street,residential,Local,54.59286835425801
105002050,105002041,0,Hartwell Street,residential,Local,22.744992193457886
105002050,104837221,0,Lynch Street,residential,Local,155.790260267
105002062,105242857,0,Noblestown Road,secondary,Secondary,153.34579634866873
105002062,105242839,0,Noblestown Road,secondary,Secondary,100.28005553979438
105002062,105934217,0,Denisonview Street,residential,Local,161.3704492279419
105002062,104837232,0,Hartwell Street,residential,Local,56.90062471087226
104837501,104837506,0,Wellesley Avenue,residential,Local,41.3627992475058
